-703.5898384862246,-875.0
-616.9872981077807,-925.0
-530.3847577293368,-875.0
-443.782217350893,-925.0
-357.1796769724491,-875.0
-270.5771365940053,-925.0
-183.9745962155614,-875.0
-97.3720558371175,-925.0
-10.769515458673595,-875.0
162.435565298214,-875.0
-876.7949192431123,-775.0
-790.1923788646684,-825.0
-703.5898384862246,-775.0
-616.9872981077807,-825.0
-530.3847577293368,-775.0
-443.782217350893,-825.0
-357.1796769724491,-775.0
-270.5771365940053,-825.0
-183.9745962155614,-775.0
-97.3720558371175,-825.0
-10.769515458673595,-775.0
75.8330249197702,-825.0
162.435565298214,-775.0
249.03810567665778,-825.0
335.6406460551018,-775.0
-963.3974596215561,-725.0
-876.7949192431123,-675.0
-790.1923788646684,-725.0
-703.5898384862246,-675.0
-616.9872981077807,-725.0
-530.3847577293368,-675.0
-443.782217350893,-725.0
-357.1796769724491,-675.0
-270.5771365940053,-725.0
-183.9745962155614,-675.0
-97.3720558371175,-725.0
-10.769515458673595,-675.0
75.8330249197702,-725.0
162.435565298214,-675.0
249.03810567665778,-725.0
335.6406460551018,-675.0
422.2431864335456,-725.0
508.8457268119894,-675.0
-1050.0,-575.0
-963.3974596215561,-625.0
-876.7949192431123,-575.0
-790.1923788646684,-625.0
-703.5898384862246,-575.0
-616.9872981077807,-625.0
-530.3847577293368,-575.0
-443.782217350893,-625.0
-357.1796769724491,-575.0
-270.5771365940053,-625.0
-183.9745962155614,-575.0
-97.3720558371175,-625.0
-10.769515458673595,-575.0
75.8330249197702,-625.0
162.435565298214,-575.0
249.03810567665778,-625.0
335.6406460551018,-575.0
422.2431864335456,-625.0
508.8457268119894,-575.0
595.4482671904334,-625.0
682.0508075688772,-575.0
-1050.0,-475.0
-963.3974596215561,-525.0
-876.7949192431123,-475.0
-790.1923788646684,-525.0
-703.5898384862246,-475.0
-616.9872981077807,-525.0
-530.3847577293368,-475.0
-443.782217350893,-525.0
-357.1796769724491,-475.0
-270.5771365940053,-525.0
-183.9745962155614,-475.0
-97.3720558371175,-525.0
-10.769515458673595,-475.0
75.8330249197702,-525.0
162.435565298214,-475.0
249.03810567665778,-525.0
335.6406460551018,-475.0
422.2431864335456,-525.0
508.8457268119894,-475.0
595.4482671904334,-525.0
682.0508075688772,-475.0
-1050.0,-375.0
-963.3974596215561,-425.0
-876.7949192431123,-375.0
-790.1923788646684,-425.0
-703.5898384862246,-375.0
-616.9872981077807,-425.0
-530.3847577293368,-375.0
-443.782217350893,-425.0
-357.1796769724491,-375.0
-270.5771365940053,-425.0
-183.9745962155614,-375.0
-97.3720558371175,-425.0
-10.769515458673595,-375.0
75.8330249197702,-425.0
162.435565298214,-375.0
249.03810567665778,-425.0
335.6406460551018,-375.0
422.2431864335456,-425.0
508.8457268119894,-375.0
